;base;modelo;user;k;rmse
179;ratings_art;cosine;False;13;94.31261888181099
180;ratings_art;cosine;False;14;94.31261888181099
181;ratings_art;cosine;False;15;94.31261888181099
182;ratings_art;cosine;False;16;94.31261888181099
183;ratings_art;cosine;False;17;94.31261888181099
184;ratings_art;cosine;False;18;94.31261888181099
185;ratings_art;cosine;False;19;94.31261888181099
186;ratings_art;cosine;False;20;94.31261888181099
187;ratings_art;cosine;False;21;94.31261888181099
188;ratings_art;cosine;False;22;94.31261888181099
189;ratings_art;cosine;False;23;94.31261888181099
190;ratings_art;cosine;False;24;94.31261888181099
191;ratings_art;cosine;False;25;94.31261888181099
192;ratings_art;cosine;False;26;94.31261888181099
193;ratings_art;cosine;False;27;94.31261888181099
194;ratings_art;cosine;False;28;94.31261888181099
195;ratings_art;cosine;False;29;94.31261888181099
196;ratings_art;pearson;False;2;94.29756794938986
197;ratings_art;pearson;False;3;94.29756794938986
198;ratings_art;pearson;False;4;94.29756794938986
199;ratings_art;pearson;False;5;94.29756794938986
200;ratings_art;pearson;False;6;94.29756794938986
201;ratings_art;pearson;False;7;94.29756794938986
202;ratings_art;pearson;False;8;94.29756794938986
203;ratings_art;pearson;False;9;94.29756794938986
204;ratings_art;pearson;False;10;94.29756794938986
205;ratings_art;pearson;False;11;94.29756794938986
206;ratings_art;pearson;False;12;94.29756794938986
207;ratings_art;pearson;False;13;94.29756794938986
208;ratings_art;pearson;False;14;94.29756794938986
209;ratings_art;pearson;False;15;94.29756794938986
210;ratings_art;pearson;False;16;94.29756794938986
211;ratings_art;pearson;False;17;94.29756794938986
212;ratings_art;pearson;False;18;94.29756794938986
213;ratings_art;pearson;False;19;94.29756794938986
214;ratings_art;pearson;False;20;94.29756794938986
215;ratings_art;pearson;False;21;94.29756794938986
216;ratings_art;pearson;False;22;94.29756794938986
217;ratings_art;pearson;False;23;94.29756794938986
218;ratings_art;pearson;False;24;94.29756794938986
219;ratings_art;pearson;False;25;94.29756794938986
220;ratings_art;pearson;False;26;94.29756794938986
221;ratings_art;pearson;False;27;94.29756794938986
222;ratings_art;pearson;False;28;94.29756794938986
223;ratings_art;pearson;False;29;94.29756794938986
